,UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default,riskcat
71848,462509,47559,59670,82.12,67,22727,45,1421,20-10-99,,24-08-18,6,1432,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
106733,442267,47345,59200,82.77,67,16640,45,1467,1/1/1991,Self employed,16-08-18,6,85,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
81960,443276,72123,100360,73.73,130,15235,51,1003,10/7/1984,Self employed,17-08-18,6,510,1,1,0,0,0,0,784,B-Very Low Risk,3,3,0,964211,1285000,1263450,0,0,Low Risk
152994,482201,47195,60430,79.93,97,15777,45,1126,1/1/1979,Self employed,31-08-18,6,2140,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
168787,568847,33829,59243,62.45,74,16742,45,2584,1/1/1989,Self employed,11/10/2018,4,2266,1,1,0,0,0,0,737,C-Very Low Risk,4,2,0,77629,116000,116000,0,0,Low Risk
168386,541173,59147,69700,86.37,17,18398,86,3274,1/1/1977,Self employed,27-09-18,17,2355,1,1,0,0,0,0,623,H-Medium Risk,1,0,0,0,0,0,0,0,Medium Risk
37316,555786,59213,79500,76.73,8,20619,45,5318,14-02-96,,3/10/2018,3,761,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
142472,518471,46149,64303,73.87,15,15733,86,299,16-01-85,Self employed,19-09-18,11,742,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
2982,504872,79636,127000,64.96,36,22412,48,6608,1/1/1972,Self employed,14-09-18,13,1110,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
96537,468862,41360,54206,80.06,62,22929,86,433,10/1/1964,Salaried,28-08-18,11,895,1,1,0,0,0,0,785,B-Very Low Risk,4,3,0,451521,856839,856839,0,0,Low Risk
36857,507266,54013,75290,74.38,29,15222,51,5918,10/2/1987,Self employed,14-09-18,3,1733,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
156072,498972,42000,80199,53.62,35,15693,51,4317,24-07-83,Self employed,11/9/2018,8,2031,1,1,0,0,0,0,380,K-High Risk,2,1,1,13422,30000,30000,0,0,High Risk
97843,569722,58259,72486,81.4,147,17551,86,2782,28-03-64,Salaried,11/10/2018,2,522,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,0,0,0,0,0,0,0,Not Scored
33147,611464,48743,66600,78.08,3,18125,45,43,1/1/1993,Salaried,24-10-18,1,1194,1,1,0,0,0,0,821,A-Very Low Risk,2,1,0,0,15000,0,0,0,Low Risk
178285,460125,43939,61000,77.05,202,23963,45,778,1/1/1967,Salaried,23-08-18,18,2401,1,1,0,0,0,0,598,I-Medium Risk,10,1,0,6060,25000,25000,0,0,Medium Risk
145766,600319,57305,171610,35.25,34,23610,67,1029,10/1/1996,Self employed,22-10-18,6,537,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
18953,509971,48349,70072,71.36,11,23974,45,5998,1/1/1970,Self employed,16-09-18,3,986,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
206522,477001,54773,77608,74.73,3,16264,120,57,23-11-86,Self employed,30-08-18,1,3009,1,1,0,0,0,0,728,D-Very Low Risk,14,7,0,188935,471436,341723,0,0,Low Risk
127762,593924,54263,62742,88.06,61,16487,45,1323,9/8/1978,Self employed,21-10-18,6,234,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
54218,594179,59713,74451,81.26,16,21124,86,2945,4/1/1988,Salaried,21-10-18,14,908,1,1,0,0,0,0,688,E-Low Risk,13,10,0,69209,200823,200823,0,0,Low Risk
190599,623831,46849,71238,67.38,217,24574,45,7303,7/10/1995,Self employed,26-10-18,7,2621,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
15407,420003,56059,73402,78.74,36,18508,86,6554,1/1/1974,Self employed,3/8/2018,13,1044,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
211529,490861,53959,65548,84.37,67,22727,45,1438,24-08-97,Salaried,5/9/2018,6,2975,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
203743,640957,57659,69656,84.7,67,18129,45,1508,1/6/1978,Self employed,30-10-18,6,2766,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,9300,11161,11161,2,0,Low Risk
38188,483347,55259,66000,84.85,2,14975,86,1724,1/11/1966,Salaried,31-08-18,4,1158,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,1,0,Low Risk
23006,502497,61213,97300,64.75,152,20620,86,6125,21-02-95,Salaried,12/9/2018,3,766,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
9815,471359,52303,64179,84.14,17,20335,86,3241,10/5/1989,Self employed,29-08-18,17,351,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
42586,554098,75251,85035,89.96,165,21216,45,6501,28-05-85,Salaried,30-09-18,5,1466,1,1,0,0,0,0,726,D-Very Low Risk,20,5,0,77854,136845,136845,0,1,Low Risk
207785,421385,56759,66921,85.92,146,18473,86,2988,1/1/1960,Self employed,4/8/2018,14,2845,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,0,1,0,0,0,0,1,Not Scored
79824,435573,43394,100965,44.57,152,15932,51,5159,10/6/1987,Self employed,13-08-18,3,75,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
26344,530506,53576,65368,85.0,34,15217,86,999,16-02-79,Self employed,23-09-18,6,82,1,1,0,0,0,0,549,J-High Risk,7,5,1,263886,787840,782358,0,0,High Risk
86417,577370,50303,77311,67.26,42,23149,45,5360,19-09-96,Self employed,14-10-18,3,153,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
62611,523268,53303,72982,75.36,16,18317,86,3000,1/1/1969,,20-09-18,14,835,1,1,0,0,0,0,300,M-Very High Risk,59,5,3,241325,446709,448767,0,0,High Risk
9745,581050,64382,74142,89.69,17,13937,45,3241,2/7/1981,,15-10-18,17,855,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
21178,444721,51078,71466,76.96,103,20285,86,7011,2/3/1999,,17-08-18,7,72,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
48311,644838,44349,66889,68.77,20,14004,86,6239,1/11/1980,Self employed,30-10-18,5,393,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
115649,485288,42216,50967,85.0,160,18535,86,93,8/5/1969,Salaried,31-08-18,16,1549,1,1,0,0,0,0,300,M-Very High Risk,2,1,1,10765,42000,42000,0,1,High Risk
201142,471183,48349,70072,71.36,11,23950,45,5994,1/1/1991,Self employed,29-08-18,3,2807,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
158550,570297,71817,112410,65.83,255,23494,51,5842,19-01-95,Self employed,11/10/2018,3,2079,1,0,0,1,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
75981,481200,59947,72980,84.27,13,20716,86,4549,12/3/1985,Salaried,31-08-18,8,1236,1,0,0,0,1,0,726,D-Very Low Risk,14,3,0,82845,100000,100000,0,1,Low Risk
104589,519048,54759,69585,80.48,250,23026,86,1549,18-01-58,Self employed,19-09-18,6,1472,1,1,0,0,0,0,706,D-Very Low Risk,15,2,0,509530,703000,703000,0,0,Low Risk
196786,609684,58759,82024,73.15,159,24406,86,7220,1/1/1991,Self employed,24-10-18,7,3291,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
111410,439492,57113,65781,89.84,19,21264,86,1836,3/5/1985,Self employed,14-08-18,4,105,1,1,0,0,0,0,470,K-High Risk,5,4,1,99250,187931,187931,1,0,High Risk
73710,454620,68382,95881,72.59,48,21668,51,6388,1/1/1988,Self employed,22-08-18,5,1624,1,1,0,0,0,0,472,K-High Risk,8,3,0,102870,38550,38550,0,0,High Risk
104512,570341,34814,47669,78.67,3,22417,51,100,14-06-93,Salaried,11/10/2018,16,1554,1,1,1,0,0,0,657,F-Low Risk,5,4,0,422919,453660,453660,0,0,Low Risk
22988,601582,46145,80700,58.24,152,20620,86,6125,15-05-93,Salaried,22-10-18,3,766,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
180466,650751,54078,81114,67.81,36,21788,86,6673,1/1/1991,Salaried,31-10-18,13,2417,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
123217,635266,79513,118770,70.72,103,23224,45,7266,9/11/1988,Self employed,29-10-18,7,756,1,1,1,0,0,0,654,F-Low Risk,3,3,1,708100,655000,630000,0,1,Low Risk
53446,578840,47200,70550,69.45,8,14823,45,5265,3/1/1991,Salaried,15-10-18,3,1425,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
118207,481822,46049,60383,77.84,62,15889,86,380,13-04-57,Self employed,31-08-18,11,553,1,0,0,0,1,0,695,E-Low Risk,19,7,2,1053906,1962754,1950355,0,0,Low Risk
139462,508429,31484,76977,42.87,255,23173,86,5836,2/10/1963,Self employed,15-09-18,3,65,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
177787,500809,36189,56387,65.62,15,18606,48,298,12/12/1979,Salaried,12/9/2018,11,2412,1,1,0,0,0,0,764,B-Very Low Risk,2,1,0,2434,6999,6999,0,0,Low Risk
8717,515937,53478,64293,85.39,67,18129,45,1450,15-10-89,Self employed,18-09-18,6,738,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
75352,631974,48000,66530,75.15,20,22882,86,6182,1/1/1971,Self employed,27-10-18,5,270,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,18680,20000,20000,0,0,Not Scored
23903,527946,43394,62750,71.71,48,23601,45,6299,3/7/1987,Self employed,22-09-18,5,1421,1,1,0,1,0,0,737,C-Very Low Risk,1,1,0,22917,44512,44512,0,0,Low Risk
99495,646083,80533,91484,89.63,250,23000,86,1537,6/7/1997,Salaried,31-10-18,6,1945,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
168211,544301,59863,71353,85.0,5,14347,86,3368,26-07-87,Salaried,28-09-18,9,2255,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
168202,425766,58541,86955,72.07,136,18087,86,3774,19-11-84,Self employed,7/8/2018,8,2298,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
200510,606857,72317,104469,71.31,1,22163,49,6105,1/1/1983,Self employed,23-10-18,3,2720,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
74877,559788,56259,78377,74.0,1,22740,86,5079,1/1/1984,Self employed,6/10/2018,3,314,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
110643,577038,59405,73126,83.14,61,20582,86,1343,1/6/1990,Self employed,14-10-18,6,1712,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
187990,612612,61100,70709,89.95,121,20180,120,3654,2/3/1966,Self employed,24-10-18,9,2590,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
86791,437057,64165,73783,89.16,13,18486,86,4616,25-04-85,Self employed,14-08-18,8,499,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,188229,200000,200000,0,0,Low Risk
84996,502824,58759,66900,89.69,13,14241,45,4632,16-02-95,Salaried,12/9/2018,8,1844,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,6176,9264,9264,0,0,Low Risk
196521,474201,64509,78078,87.09,138,14178,86,3340,14-06-80,Self employed,29-08-18,9,2607,1,1,0,1,0,0,300,M-Very High Risk,7,1,1,46399,40000,40000,0,0,High Risk
46587,550726,73923,93982,79.8,18,14234,86,2699,16-11-84,Salaried,29-09-18,4,262,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
178127,457014,56813,98202,61.1,249,22922,49,2240,13-05-89,Self employed,22-08-18,4,2452,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
23952,510003,45749,85172,55.65,48,21958,86,6298,4/5/1997,Self employed,16-09-18,5,1421,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
64854,626219,51426,67528,79.0,36,23113,86,6564,1/2/1994,Self employed,26-10-18,13,1740,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
185612,533168,54759,63935,87.59,160,14081,45,18,16-02-90,Salaried,24-09-18,1,2706,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,8307,12461,12461,1,1,Low Risk
124983,486090,49803,63361,80.49,136,22085,86,3699,1/1/1976,Salaried,31-08-18,8,791,1,1,0,0,0,0,366,K-High Risk,1,1,1,1758850,2000000,2000000,1,0,High Risk
148579,556499,46145,67505,69.62,120,18643,86,6948,1/1/1995,Self employed,3/10/2018,12,1494,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
149828,555306,35739,89463,40.8,35,24442,86,4393,24-04-90,Salaried,3/10/2018,8,1886,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
65322,440738,38710,64543,62.75,65,15077,86,6780,2/1/1987,Self employed,16-08-18,13,1027,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
81954,603489,62947,72860,89.21,130,15235,51,1003,12/8/1967,Self employed,23-10-18,6,510,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
36034,523266,51103,67715,77.38,67,16605,120,1446,6/7/1984,Salaried,20-09-18,6,1315,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
157507,451765,54800,67000,82.9,2,22858,86,1628,30-11-76,Salaried,21-08-18,4,2113,1,1,0,0,0,0,641,G-Low Risk,3,1,0,400,51790,51790,0,0,Low Risk
25095,634014,58059,69673,84.39,130,15218,86,1047,7/4/1982,Self employed,28-10-18,6,784,1,0,0,1,0,0,738,C-Very Low Risk,4,2,0,17031,33900,33900,0,1,Low Risk
121221,643977,41830,80610,54.58,255,23415,45,5838,1/10/1996,Self employed,30-10-18,3,67,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
112003,548051,50803,70100,74.89,152,23273,49,5186,1/8/1964,Self employed,29-09-18,3,1604,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
224622,557538,56000,72550,78.57,147,17705,45,2800,2/3/1992,Salaried,4/10/2018,2,3346,1,1,0,0,0,0,708,D-Very Low Risk,6,3,0,52342,79441,79441,2,1,Low Risk
113452,490738,40774,68230,64.49,138,14178,86,3379,5/11/1993,Salaried,5/9/2018,9,1621,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
82286,583381,42794,49546,87.8,72,16682,45,475,5/11/1978,Self employed,16-10-18,11,1134,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,13926,18990,18990,0,0,Not Scored
229965,598622,63062,77865,84.76,249,22908,51,2209,17-11-79,Salaried,22-10-18,4,3668,1,1,0,0,0,0,640,G-Low Risk,2,1,0,258958,172000,172000,0,0,Low Risk
42391,548715,68169,82638,83.5,165,21216,45,6495,12/1/1977,Salaried,29-09-18,5,1466,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
161522,508888,60633,74146,84.97,138,15663,86,3326,4/1/1987,Salaried,15-09-18,9,2143,1,1,1,0,0,0,758,C-Very Low Risk,5,2,0,14944,29890,29890,0,1,Low Risk
183049,529265,53078,70224,78.32,42,23120,45,5239,19-04-70,Self employed,23-09-18,3,2474,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
164941,596646,56259,74002,77.02,67,22350,86,1446,1/1/1992,Salaried,21-10-18,6,2217,1,1,0,0,0,0,719,D-Very Low Risk,9,5,0,109136,172969,172969,1,0,Low Risk
215397,565373,52964,71604,79.6,103,22745,45,7266,4/3/1985,Self employed,9/10/2018,7,3080,1,1,0,0,0,0,300,M-Very High Risk,2,1,2,61,45000,45000,0,0,High Risk
42189,501549,55759,64061,89.76,19,23213,45,1912,3/11/1993,Self employed,12/9/2018,4,93,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,39818,50000,50000,0,0,Low Risk
182272,437080,23813,41788,61.74,78,17075,48,2075,1/5/1990,Self employed,14-08-18,4,2443,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
225547,538284,52078,63600,84.12,73,24325,45,264,3/6/1977,Salaried,26-09-18,11,3377,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
140988,650309,72280,123295,61.0,36,23118,48,6773,12/5/1996,Self employed,31-10-18,13,1122,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
110467,553600,31484,60267,53.1,48,23617,45,6269,1/1/1971,Salaried,30-09-18,5,582,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,32000,32000,32000,0,0,Not Scored
62322,426927,28129,64956,45.57,79,18169,86,738,5/3/1977,Self employed,8/8/2018,18,1757,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
88327,636505,55259,69500,80.58,5,20470,86,3368,16-04-84,Salaried,29-10-18,9,391,1,0,0,0,1,0,483,K-High Risk,10,2,1,394906,664469,664469,0,0,High Risk
198810,461316,46349,63493,75.6,103,20535,45,7001,1/3/1979,Salaried,24-08-18,7,2833,1,1,0,0,0,0,390,K-High Risk,5,3,1,597280,493967,493967,1,0,High Risk
191577,500186,46145,60190,79.75,34,18680,45,1043,1/6/1994,Salaried,11/9/2018,6,2858,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
217039,530677,60933,106979,59.82,8,18309,86,5525,28-02-95,Salaried,23-09-18,3,3147,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
64582,603682,39564,62498,66.4,74,17436,48,2607,21-06-92,Self employed,23-10-18,4,129,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
142673,482319,53713,68885,81.29,36,20912,45,6606,1/1/1997,Self employed,31-08-18,13,1864,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
14309,531201,59947,77600,79.9,152,18578,51,6049,24-10-81,Self employed,24-09-18,3,968,1,1,0,0,0,0,680,F-Low Risk,37,7,0,268834,332811,332811,3,0,Low Risk
187843,519446,58259,73685,81.43,146,16445,86,3023,1/1/1966,Self employed,19-09-18,17,2682,1,1,0,0,0,0,613,H-Medium Risk,5,2,0,0,1500000,1500000,0,0,Medium Risk
129604,469639,53188,64600,85.0,67,23146,86,1578,17-10-89,Self employed,28-08-18,6,1788,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,25158,43490,43490,0,0,Low Risk
180401,505819,42394,70872,62.08,36,21788,86,6675,1/1/1991,Self employed,14-09-18,13,2417,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
81145,634706,54659,67623,82.81,16,16445,86,3023,1/1/1975,Salaried,28-10-18,17,230,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1,No History
147591,464837,50378,60641,86.25,61,18344,45,1323,15-05-83,Salaried,25-08-18,6,1954,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,16420,51000,51000,0,0,Low Risk
15948,631618,51003,68853,75.52,18,15062,45,2731,31-05-94,Self employed,27-10-18,4,886,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
218578,450804,57713,73992,79.74,70,18435,86,2443,3/3/1993,Salaried,20-08-18,4,3175,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
147133,619156,69169,89134,78.53,250,23026,86,1532,1/6/1994,Self employed,25-10-18,6,265,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
112197,519078,48549,67200,74.11,67,18532,45,1515,1/1/1988,Self employed,19-09-18,6,1256,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
123247,619498,56459,72101,83.22,103,23224,45,7260,3/2/1972,Self employed,25-10-18,7,756,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
81463,438981,51488,68398,79.68,36,23048,49,6597,1/10/1965,Salaried,14-08-18,13,1364,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
34883,551014,58013,74500,79.19,16,13990,45,3030,1/1/1961,Salaried,30-09-18,14,207,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
78194,490881,56327,65527,89.12,63,16309,45,7084,10/10/1968,Salaried,5/9/2018,10,95,1,1,0,0,0,0,559,J-High Risk,10,4,0,85909,441000,441000,1,1,High Risk
108100,423768,49978,56663,89.83,61,15919,45,1327,18-08-89,Self employed,6/8/2018,6,1426,1,1,0,0,0,0,618,H-Medium Risk,5,2,1,1745,21980,21980,1,1,Medium Risk
231793,505934,45349,59243,79.33,74,16742,45,2578,5/8/1982,Self employed,14-09-18,4,1129,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,2020,6064,6064,0,1,Low Risk
190788,487996,68169,94118,74.37,159,23371,49,7206,5/2/1994,Self employed,3/9/2018,7,2637,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
22514,595300,46749,75820,62.91,70,18435,86,2443,1/6/1977,Salaried,21-10-18,4,1163,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
112929,521081,38841,66590,60.07,67,23517,86,1436,2/6/1962,Self employed,20-09-18,6,1594,1,1,0,0,0,0,749,C-Very Low Risk,3,1,0,63672,95500,95500,0,0,Low Risk
200475,482115,53303,73802,74.52,1,21795,51,5005,27-07-92,Self employed,31-08-18,3,2720,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
22117,582739,50383,64525,83.69,3,16277,45,574,15-08-95,Salaried,16-10-18,15,1086,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
99243,418734,44849,66367,70.06,34,16310,86,990,4/3/1986,Self employed,1/8/2018,6,1448,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
119735,470416,59713,73698,82.77,159,23137,86,7197,11/1/1980,Self employed,28-08-18,7,1078,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
12579,427507,39304,56116,76.63,74,22229,45,2605,1/1/1980,Self employed,8/8/2018,4,361,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
108728,631936,62447,100000,65.0,9,23234,51,5381,1/1/1988,Self employed,27-10-18,3,1654,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
13098,565711,58947,79119,77.1,1,22056,45,4943,13-10-92,Salaried,9/10/2018,3,1465,1,0,0,1,0,0,300,M-Very High Risk,5,4,1,29156,106112,111086,0,1,High Risk
126753,526572,57259,65050,89.16,136,22865,45,3749,20-04-73,Self employed,21-09-18,8,946,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,494246,488000,488000,0,0,Not Scored
228181,573779,59497,75300,81.41,36,24051,45,6701,1/1/1984,Self employed,13-10-18,13,3110,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
119097,612665,69817,94980,75.81,29,16080,86,5926,19-11-85,Self employed,24-10-18,3,1559,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
95934,479683,50998,62281,86.7,251,22969,45,6898,1/7/1977,Self employed,30-08-18,13,261,1,0,1,1,0,0,825,A-Very Low Risk,4,1,0,40902,50000,50000,0,0,Low Risk
99476,496623,49763,67911,76.57,103,22777,51,7013,10/12/1982,Self employed,8/9/2018,7,477,1,1,0,0,0,0,484,K-High Risk,2,1,0,100849,100000,100000,1,0,High Risk
27616,631180,33984,78990,44.31,1,17916,86,6139,1/1/1987,Salaried,27-10-18,3,1101,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
70306,461181,53578,62188,88.44,34,15217,86,975,6/3/1987,Self employed,24-08-18,6,1961,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
150010,503199,51478,62313,84.89,85,17138,45,1933,1/6/1989,Self employed,13-09-18,4,1925,1,1,0,0,0,0,825,A-Very Low Risk,19,0,0,0,0,0,4,0,Low Risk
1616,642168,51078,63976,81.28,63,16309,45,7108,1/1/1973,Self employed,30-10-18,10,998,1,1,0,0,0,0,710,D-Very Low Risk,3,3,0,36087,45155,45155,1,0,Low Risk
110465,538942,38939,70362,56.14,48,23617,45,6313,21-02-97,Salaried,26-09-18,5,582,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,2,1,No History
16271,560530,42394,78166,56.29,10,22482,45,5661,1/1/1968,Self employed,6/10/2018,3,1592,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
150450,631943,61613,84364,74.68,67,22744,86,1455,29-05-93,Salaried,27-10-18,6,1984,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
232513,519389,67382,90868,76.48,65,23854,86,6814,28-12-92,Salaried,19-09-18,13,2513,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
1477,476296,50078,62934,81.83,63,16067,45,7106,1/1/1967,Self employed,30-08-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,9975,11971,11971,1,0,Low Risk
152970,445701,45849,63000,73.81,135,14791,86,1794,14-04-80,Self employed,17-08-18,4,2025,1,1,0,0,0,0,641,G-Low Risk,6,4,0,2111659,2220983,2220983,0,0,Low Risk
116133,458356,34659,70393,51.0,18,21537,86,2729,30-08-90,Salaried,23-08-18,4,451,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
209317,537443,73817,88756,84.5,146,15359,86,3016,1/1/1989,Salaried,26-09-18,14,2919,1,1,0,0,0,0,790,B-Very Low Risk,7,0,1,0,0,0,0,0,Low Risk
157317,492725,64669,78652,83.91,5,15996,120,3391,6/7/1994,Self employed,6/9/2018,9,2066,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,21500,21500,0,0,Low Risk
