,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
97641,Italy,"The wine's appearance perfectly fits what you dream of in Brunello Riserva, and so do its aromas. It opens with dark ruby concentration and intense aromas of black cherry, currants, wet earth and smoked bacon. In the mouth, this gorgeous wine is soft, supple and long lasting. Drink now or hold five more years.",Pian Bossolino Riserva,93,80.0,Tuscany,Brunello di Montalcino,,,,Tenuta Poggio il Castellare 2004 Pian Bossolino Riserva  (Brunello di Montalcino),Sangiovese Grosso,Tenuta Poggio il Castellare
19331,France,"Apart from the spectacular Polynesian name and label winemaker Heifara Swartvagher chose to honor his Tahitian mom, the wine is classic ripe Malbec. With firm tannins and solid fruits, it's full of structure as well as blackberry flavors. It has spice, dry tannins at the core and is still young. Drink from 2018.",Varua Maohi Mana,88,18.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Saint-Sernin 2011 Varua Maohi Mana Malbec (Cahors),Malbec,Château Saint-Sernin
121332,France,"Ripe and creamy, a classic sparkling Vouvray showing well in a cool year. It has weight and richness as well as fresh nuts and spice flavors, with just a touch of pepper. The acidity is well in balance.",Cuvée Prédilection Brut,91,19.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2007 Cuvée Prédilection Brut  (Vouvray),Chenin Blanc,Château Moncontour
4414,US,"Extremely light and delicate aromas of lemon, Gala apple and pear flesh show on the cleanly delivered nose of this bottling by Steve Dooley. There is also a lot of restraint on the palate, perhaps even a tad too much, with fluttering hints of chalk, sour limes and riper pear. The texture is compelling.",Bien Nacido Vineyard,89,42.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Stephen Ross 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Stephen Ross
98169,France,"Named after King Henri IV, this is a powerful, ripe and still-structured wine. Big, rich tannins push the structure forward and boost the full black-plum flavors. It is complex, dense and still needing time. Drink from 2018.",,88,9.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Henry de France 2010  Côtes de Bordeaux,Bordeaux-style Red Blend,Château Henry de France
121266,US,"This is the producer's highest and most westerly vineyard site. It holds back from the start, still tightly wound and somewhat reduced on the nose. As it opens, ethereal layers of wild strawberry, green tea and lacings of herb and white pepper unveil to tremendous effect.",Thomas Road,93,85.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,Iron Horse
79590,France,"Some firm tannins give this wine a good structure. They're balanced by ripe, juicy fruit and acidity—two elements that are coming together well to bring it into its drinking window. Drink from 2020.",,89,18.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Ampélia 2015  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Ampélia
69816,US,"Meaty, sanguine and flat, this wine shows a reduced whiff of burnt rubber and tar. Red, brambly fruit attempts to make itself heard amidst a din of powerful ripeness.",Botticelli Reserve,83,60.0,California,Rockpile,Sonoma,Virginie Boone,@vboone,Wilson 2014 Botticelli Reserve Zinfandel (Rockpile),Zinfandel,Wilson
24494,US,"A black pepper and cardamom aroma starts this wine off spicy. The flavors continue the thread with even more pepper plus beefy, dark-fruit notes and full body to carry them along. The wine feels high-octane on the palate, but is moderate in alcohol.",,90,30.0,California,Solano County,North Coast,Jim Gordon,@gordone_cellars,Gauguine 2013 Syrah (Solano County),Syrah,Gauguine
86282,US,"A little unbalanced, with some overripe, pruny flavors and heat from high alcohol. The lack of fruity richness accentuates the tannins. Drink up.",Beckstoffer Las Amigas Vineyard,84,60.0,California,Carneros,Napa-Sonoma,,,Provenance Vineyards 2005 Beckstoffer Las Amigas Vineyard Merlot (Carneros),Merlot,Provenance Vineyards
48530,US,"This Chardonnay, as you may have guessed from the designation, is unoaked. What you get is fruit, and plenty of it, in the form of pineapples and peaches. There's a good burst of acidity on the finish.",Liberated,84,16.0,California,Arroyo Seco,Central Coast,,,Carmel Road 2012 Liberated Chardonnay (Arroyo Seco),Chardonnay,Carmel Road
38637,US,"Tastes overtly sweet, with sugary raspberry and cherry candy flavors. It's a tasty country wine, but not really dry. Mourvèdre, Grenache, Syrah.",Belle-Amie,84,18.0,California,Santa Barbara County,Central Coast,,,Vie Winery 2006 Belle-Amie Rosé (Santa Barbara County),Rosé,Vie Winery
69404,Italy,"This 100% Syrah offers aromas of mature black currant, charred earth and a whiff of cedar. The palate delivers dried black cherries, clove, ground pepper and powdered sage alongside raspy tannins that leave a drying, astringent finish.",Marchesale,87,70.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Terre del Marchesato 2011 Marchesale Syrah (Toscana),Syrah,Terre del Marchesato
51055,Spain,"Cool and ripe earthy berry aromas are nicely oaked and highly presentable. This feels a bit grabby and tannic, while savory salty roasted blackberry and oak flavors combine into a complex whole that finishes with minty oak and cola notes. Best from 2019 through 2023.",Selección Privada Alavesa,92,40.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Casado Morales 2011 Selección Privada Alavesa  (Rioja),Tempranillo,Casado Morales
53576,Germany,"Candle wax and pollen notes lend a slightly earthy tone to fresh lemon and lime in this off-dry Riesling. Crisp and citrusy, it finishes briskly with bracing darts of lime zest and cocktail bitters.",Graacher Himmelreich Kabinett Feinherb,89,19.0,Mosel,,,Anna Lee C. Iijima,,Dr. Leimbrock 2015 Graacher Himmelreich Kabinett Feinherb Riesling (Mosel),Riesling,Dr. Leimbrock
48792,US,"Scents and flavors of beet root, rhubarb and cranberry are front and center in this stiff, tart wine with root and acidic flavors. It spent 22 months in one-third new French oak, but that doesn't register on the palate.",Vintner's Blend,86,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Airlie 2012 Vintner's Blend Pinot Noir (Willamette Valley),Pinot Noir,Airlie
89602,US,"This young wine is already softening up around the tannic edges, and showing some early maturation of the plum and berry fruit flavors. A streak of mint and licorice runs into the finish, along with some not-quite-integrated oak tannins.",Beacon Hill Vineyard,87,36.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Marshall Davis 2013 Beacon Hill Vineyard Pinot Noir,Pinot Noir,Marshall Davis
14021,Argentina,"Honeyed, floral aromas include bright citrus accents. Fresh, fruity and powerful across the palate, this is a ripe and ready Chardonnay with strong orange and pineapple flavors. Additional citrus notes push the finish.",,88,,Other,Neuquén,,Michael Schachner,@wineschach,Quimay 2015 Chardonnay (Neuquén),Chardonnay,Quimay
24384,US,"Pretty scents show pure varietal character, with the accent on fresh berries and sweet herb. Flavors follow suit, with well-managed, ripe and smooth tannins. A medium-bodied wine drinking well right now.",Stewart,88,34.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Boedecker Cellars 2008 Stewart Pinot Noir (Willamette Valley),Pinot Noir,Boedecker Cellars
31556,US,"Co-fermented with 5% Roussanne, this wine comes from Morrison Lane Vineyard. It's brightly aromatic, with blueberry jam, huckleberry and spice notes. The palate is soft and textured, delivering rich fruit flavors and a long finish that shows some warmth.",Eternal Heritage,90,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Eternal 2015 Eternal Heritage Syrah (Walla Walla Valley (WA)),Syrah,Eternal
107547,France,"Based in the Pouilly-Fumé area, but with vines in Sancerre, this producer has made a rich wine with a line of steely acidity. The spice and touch of vanilla are balanced by the crisp lemon and gooseberry fruitiness. The wine is ready to drink.",,88,24.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Patrice Moreux 2015  Sancerre,Sauvignon Blanc,Patrice Moreux
80926,US,"Though it seems to have some of the lightness of young vines in the cherry fruit flavor, there is clear Red Mountain terroir in the mouthfeel. Tight, dark, supple and almost steely, this layers its fruit atop a mineral base, and finishes with a whiff of smoke and pickle barrel.",Acquisition,90,49.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Market Vineyards 2009 Acquisition Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Market Vineyards
86926,Australia,"Toasty and oaky, but in a warm and lovable way, all underpinned by lean citrusy fruit that helps maintain a sense of balance and proportion. There's even a bit of crème brûlée thrown into the mix. Finishes smoothly, with nary a rough edge. Best Buy.",Murray-Darling,87,7.0,Australia Other,Australia,,Joe Czerwinski,@JoeCz,McPherson Wine Company 2000 Murray-Darling Chardonnay (Australia),Chardonnay,McPherson Wine Company
59211,US,"Light and chocolaty, this carries a strong and distinctive scent and flavor of cinnamon spice. On the palate, the flavors suggest strawberries, with a quick-to-fade finish.",Anna Maria,85,24.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Valley View 2008 Anna Maria Tempranillo (Applegate Valley),Tempranillo,Valley View
84198,Italy,"Small additions of Merlot and Cabernet Sauvignon result in an elegant blend with measured fruit intensity and lasting impressions of blue flowers, licorice and almond paste. You can really taste the delicate Sangiovese component.",Pergolaia,88,20.0,Tuscany,Toscana,,,,Caiarossa 2004 Pergolaia Sangiovese (Toscana),Sangiovese,Caiarossa
55243,Portugal,"An impressive wine that is packed with notes of rich fruit, toast and vanilla. It has weight to its apple, peach and intense spice flavors. The style is like a ripe Chardonnay, just with extra acidity. Ready to drink, but could age for another year.",Falcoaria Branco,91,13.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2008 Falcoaria Branco Fernão Pires (Tejo),Fernão Pires,Quinta do Casal Branco
16807,Italy,"This shows a soft, velvety personality, with loads of ripe fruit, blackberry and cherry liqueur. Leather, exotic spice and dark chocolate notes complete the picture, giving the wine a rich, generous personality.",,88,28.0,Tuscany,Colli della Toscana Centrale,,,,Piazzano 2009 Syrah (Colli della Toscana Centrale),Syrah,Piazzano
78407,Italy,"Here is a clean, straightforward Brunello with pretty aromas of wild berry, vanilla, leather, spice and rum cake. It shows a genuine, frank style with a sweet, velvety close.",,90,,Tuscany,Brunello di Montalcino,,,,Lazzeretti 2007  Brunello di Montalcino,Sangiovese Grosso,Lazzeretti
104175,US,"This Cab Franc has some nice features, starting with the cherry and herb flavors that finish dry and spicy. It's a bit rough-edged right out of the bottle, but the combination of decanting and drinking it with a rich, fatty steak will improve it tremendously at the table.",Estate Grown,87,42.0,California,Napa Valley,Napa,,,Markham 2010 Estate Grown Cabernet Franc (Napa Valley),Cabernet Franc,Markham
3421,Portugal,"This light, bright wine comes from the north of the Vinho Verde region. It has freshly squeezed lemon juice with a touch of lime zest as well as spice. The lightest prickle on the tongue gives the wine a final lift.",QM Terra Antiga,86,,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2014 QM Terra Antiga White (Vinho Verde),Portuguese White,Quintas de Melgaço
112154,US,"Rich flavors and a juicy texture make this dark-colored but medium-bodied wine fun to drink. It smells like ripe boysenberries, tastes almost jammy, and has a nice grip on the palate. It comes with a very reasonable price tag for the quality.",Rich Silky Smooth,88,17.0,California,California,California Other,Jim Gordon,@gordone_cellars,Avant 2013 Rich Silky Smooth Red (California),Red Blend,Avant
1718,Spain,"This wine is a “product” in every sense of the word. It's consistent from year to year, and if you know Esmeralda, with its sweet blend of Moscatel and Gewürz, then you know that it delivers simple but pleasant lime, kiwi and cantaloupe flavors with a certain watery freshness.",Viña Esmeralda,85,15.0,Catalonia,Catalunya,,Michael Schachner,@wineschach,Torres 2006 Viña Esmeralda Moscatel (Catalunya),Moscatel,Torres
13632,France,A lovely notion of ripe mirabelle and clean citrus makes for an appealing nose. The palate highlights the mirabelle with a honeyed rich sweetness that is juicy and appetizing. A touch of spice seems reminiscent of dark fir honey. The lemon brightens and invigorates this full-fruited richness. The finish is long and medium-sweet.,Frankstein Grand Cru,91,30.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Mersiol 2016 Frankstein Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Mersiol
38723,France,"An open and inviting scent of ripe pear is freshened by an impression of wet pebbles, cold stone and citrus. The palate is textured and expressive, giving a broader canvas to these fruity, fresh flavors that have a lovely edge of gentle bitterness. The palate finishes just off dry.",Cuvée Engel,90,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Fernand Engel 2014 Cuvée Engel Pinot Gris (Alsace),Pinot Gris,Domaine Fernand Engel
98952,US,"Drink this dryish wine with almost anything that calls for a light-bodied, crisp white, and don't worry about it. It has savory citrus flavors, with a pleasant hint of vanilla honey.",Selected Vineyards,85,10.0,California,Central Coast,Central Coast,,,Concannon 2010 Selected Vineyards Pinot Grigio (Central Coast),Pinot Grigio,Concannon
